Tracing lock events... Hit Ctrl-C to end.

                                  Caller                                  Process        PID   Avg Spin  Count   Max spin Total spin
            b'kernfs_create_dir_ns+0x53'                              b'modprobe'       6798       4225      1       4225       4225
               b'sysfs_remove_link+0x19'                               b'dockerd'       4655       3579      2       4221       7158
       b'fscache_max_active_sysctl+0x39'                                b'sysctl'       6967       2038      4       4211       8152
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       3001     14       4191      42022
                b'module_attr_show+0x20'                               b'dockerd'       4655       2563     45       4168     115343
                    b'ext4_unlink+0x36c'                               b'dockerd'       4655       1639   1268       4153    2078942
                        b'do_exit+0x38c'                       b'containerd-shim'       6814       4145      1       4145       4145
                     b'device_add+0x37f'                            b'(ostnamed)'      16061       2669      2       4142       5338
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       2766      2       4138       5532
                        b'key_link+0x41'                                  b'sshd'       8475       3273      5       4135      16367
                      b'online_css+0x22'                               b'systemd'          1       1474     73       4131     107637
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       3094     14       4109      43324
                      b'device_add+0xed'                               b'dockerd'       4655       2648     14       4098      37075
                           b'mmput+0x27'                       b'dpkg-preconfigu'       8914       3435      2       4055       6871
                   b'shmem_symlink+0x65'                            b'containerd'       4510       1891     16       4048      30265
                      b'device_add+0xed'                               b'dockerd'       4655       2501     14       4025      35021
                  b'ext4_truncate+0x16b'                               b'dockerd'       4655       2877     57       4017     164022
                 b'exit_mm_release+0x18'                         b'kworker/dying'       5840       1895     55       4008     104279
                   b'cgroup_mkdir+0x12a'                               b'systemd'          1       1342    197       4008     264449
                b'inode_permission+0xe7'                       b'systemd-gpt-aut'      16633        869    284       4005     247053
         b'deactivate_locked_super+0x48'                               b'dockerd'       4655       2327     30       3998      69816
                    b'alloc_super+0x290'                        b'runc:[1:CHILD]'       6844       3985      1       3985       3985
        b'netdev_register_kobject+0x162'                            b'(ostnamed)'      16061       2628      2       3984       5256
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1963     14       3983      27491
                    b'alloc_super+0x290'                         b'runc:[2:INIT]'       6849       3983      1       3983       3983
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3968      1       3968       3968
               b'sysfs_delete_link+0x54'                               b'dockerd'       4655       2923      4       3948      11692
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2979      2       3938       5958
                   b'cgroup_mkdir+0x12a'                                  b'runc'       6835       1267     22       3928      27895
             b'notifier_call_chain+0x55'                            b'(ostnamed)'      16061       3526      2       3902       7052
               b'sysfs_remove_link+0x19'                               b'dockerd'       4655       3485      2       3901       6971
                b'inode_permission+0xe7'                            b'(ostnamed)'      16061        843     15       3901      12648
              b'kernfs_create_link+0x62'                        b'runc:[1:CHILD]'       6844       3888      1       3888       3888
            b'kernfs_create_dir_ns+0x53'                               b'systemd'          1       1272    197       3852     250624
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2018      4       3847       8075
                   b'__lookup_slow+0x92'                         b'systemd-udevd'      15945       2891      3       3844       8673
             b'__nfs_commit_inode+0x129'                               b'python3'       6849       3838      1       3838       3838
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2507      2       3821       5014
                 b'exec_mm_release+0x18'                                   b'exe'       6842       3821      1       3821       3821
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2005     14       3798      28077
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2381      2       3794       4762
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2420      2       3781       4840
                    b'blkdev_close+0x26'                       b'systemd-gpt-aut'      16633       1892     49       3779      92756
                 b'exit_mm_release+0x18'                               b'python3'       6849       2704     36       3774      97364
         b'netdev_register_kobject+0x92'                               b'dockerd'       4655       2118     14       3774      29661
                b'inode_permission+0xe7'                                  b'lshw'       6960        766     57       3768      43702
                   b'__lookup_slow+0x92'                                  b'runc'       6835       1833     10       3767      18333
                b'wait_for_partner+0x31'                         b'runc:[2:INIT]'       6849       3750      1       3750       3750
                    b'ext4_rename+0x8d1'                                  b'dpkg'      14175       1873    148       3744     277268
            b'layout_and_allocate+0x5e7'                              b'modprobe'       6798       3737      1       3737       3737
                    b'alloc_super+0x290'                        b'runc:[1:CHILD]'       6844       3737      1       3737       3737
    b'cgroup_apply_control_enable+0x147'                               b'systemd'          1       1908     19       3701      36269
                b'netdev_run_todo+0x1b4'                               b'dockerd'       4655       2176      4       3697       8704
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1394     28       3694      39056
              b'kernfs_create_link+0x62'                            b'(ostnamed)'      16061       2504      2       3691       5008
                  b'linkwatch_event+0xe'                          b'kworker/25:1'        288       2841      3       3687       8524
       b'key_instantiate_and_link+0x172'                            b'(otd-news)'      16644       2533     22       3684      55729
           b'key_create_or_update+0x2d3'                            b'(otd-news)'      16644       2652     17       3681      45085
                b'vm_unmap_aliases+0x19'                               b'systemd'          1       1330    420       3670     558668
                    b'lookup_fast+0x281'                               b'systemd'          1       2818      2       3668       5637
           b'cpuset_write_resmask+0x656'                                  b'runc'       6835       1987      4       3661       7950
                b'inode_permission+0xe7'                            b'(ostnamed)'      16061        721     38       3658      27400
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       1732     81       3654     140299
             b'ext4_mb_new_blocks+0x137'                       b'add-apt-reposit'       7465       1480     46       3651      68086
                    b'devinfo_show+0x63'                               b'systemd'          1        678    608       3648     412508
                    b'lookup_fast+0x281'                            b'(ostnamed)'      16061        972     10       3638       9726
                   b'__lookup_slow+0x92'                         b'systemd-udevd'      15994       3614      1       3614       3614
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       3190      2       3614       6381
                     b'ext4_rmdir+0x227'                               b'dockerd'       4655       2238     14       3614      31339
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2355      2       3610       4711
              b'kernfs_create_link+0x62'                               b'dockerd'       4655       2315     14       3604      32410
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1712     10       3581      17124
                b'__kernfs_setattr+0x25'                       b'containerd-shim'       6823       3581      1       3581       3581
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3574      1       3574       3574
              b'css_killed_work_fn+0x57'                          b'kworker/10:2'       1096       2253      8       3567      18031
                   b'__lookup_slow+0x92'                                  b'lshw'       6960       3561      1       3561       3561
                     b'tty_release+0x55'                                  b'dpkg'      14175       3144      2       3536       6288
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2266      2       3518       4533
                     b'ext4_rmdir+0x227'                               b'dockerd'       4655       1908    608       3517    1160492
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2418      2       3517       4837
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1775      8       3511      14206
               b'shmem_fill_super+0x1ef'                            b'(ostnamed)'      16061       2386      7       3505      16702
 b'devlink_compat_running_version+0x12f'                        b'NetworkManager'      16054       2021     33       3501      66700
             b'notifier_call_chain+0x55'                               b'dockerd'       4655       2305     15       3497      34583
                   b'devinet_ioctl+0xaa'                               b'netstat'      15777       1265     31       3484      39240
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1149     70       3469      80472
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1201     70       3464      84103
               b'sysfs_remove_link+0x19'                               b'dockerd'       4655       3146      2       3446       6292
             b'remove_files.isra.0+0x35'                               b'dockerd'       4655       1672      8       3446      13376
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       1734     81       3441     140493
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2039     14       3440      28559
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       1934     81       3440     156692
        b'disassociate_ctty.part.0+0xdb'                                  b'dpkg'      14175       3115      2       3437       6230
                      b'tty_ioctl+0x5bc'                                  b'bash'       5818       3424      1       3424       3424
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2041     14       3418      28587
       b'key_instantiate_and_link+0x172'                         b'runc:[2:INIT]'       6849       3415      1       3415       3415
                b'vm_unmap_aliases+0x19'                                  b'sshd'       8478       3003      6       3414      18020
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2323      2       3414       4647
             b'cgroup_seqfile_show+0x56'                                  b'runc'       6891       2234      5       3410      11174
               b'proc_nmi_watchdog+0x2f'                                b'sysctl'       6967       2394      2       3404       4789
                      b'device_add+0xed'                            b'(ostnamed)'      16061       2509      2       3394       5019
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3391      1       3391       3391
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1564     10       3384      15642
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1884      4       3381       7538
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2159      2       3370       4318
         b'netdev_register_kobject+0x92'                               b'dockerd'       4655       2746     14       3369      38445
                     b'device_add+0x37f'                               b'dockerd'       4655       2120     14       3367      29680
                   b'may_setgroups+0x3f'                          b'avahi-daemon'      16339       1523    185       3364     281885
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3358      1       3358       3358
                       b'veth_init+0x15'                              b'modprobe'       6798       3354      1       3354       3354
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1436     10       3354      14360
              b'ctnetlink_net_init+0x1c'                            b'(ostnamed)'      16061       2192      2       3351       4384
              b'tty_jobctrl_ioctl+0x137'                               b'apt-get'      14175       2836      2       3350       5672
                   b'__lookup_slow+0x92'                              b'collectl'      14957        705    628       3330     443107
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849       3327      1       3327       3327
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2233      2       3321       4467
                  b'tty_lock_slave+0x1c'                               b'apt-get'       8821       3318      1       3318       3318
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3318      1       3318       3318
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       1936     81       3314     156888
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1877     14       3276      26290
            b'kernfs_create_dir_ns+0x53'                            b'(ostnamed)'      16061       2330      2       3260       4660
              b'cpuset_post_attach+0x15'                               b'systemd'          1       1925     53       3254     102035
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       2277     14       3254      31884
                    b'lookup_fast+0x281'                                  b'http'       8825       1652     23       3251      37998
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3251      1       3251       3251
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2109      2       3250       4219
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3250      1       3250       3250
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3247      1       3247       3247
               b'sysfs_merge_group+0x37'                            b'(ostnamed)'      16061       2176      2       3240       4353
                    b'alloc_super+0x2ab'                        b'runc:[1:CHILD]'       6844       3238      1       3238       3238
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3237      1       3237       3237
                    b'lookup_fast+0x281'                         b'runc:[2:INIT]'       6849       1091     11       3237      12008
            b'__kernfs_create_file+0x7f'                                  b'runc'       6835        938    158       3237     148281
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       2249     14       3231      31488
                    b'ext4_rename+0x8d1'                               b'dockerd'       4655       1642     37       3227      60770
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1022    406       3220     415263
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1861     14       3217      26060
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1736     14       3208      24306
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       2272     14       3207      31814
                      b'sd_release+0x3e'                       b'systemd-gpt-aut'      16633       1853     45       3202      83397
              b'ctnetlink_net_init+0x33'                            b'(ostnamed)'      16061       2351      2       3197       4703
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3194      1       3194       3194
                          b'__fput+0xcc'                                  b'http'       8824       1776     22       3190      39087
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3190      1       3190       3190
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3187      1       3187       3187
                   b'__lookup_slow+0x92'                                  b'lshw'       6960       1134     40       3185      45360
                    b'alloc_super+0x290'                            b'(ostnamed)'      16061       2120      7       3182      14844
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2394      2       3181       4788
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3177      1       3177       3177
                     b'shmem_mknod+0x2b'                            b'(ostnamed)'      16061       1632     11       3165      17958
               b'ext4_evict_inode+0x30b'                                  b'dpkg'      14175        633   4264       3161    2701566
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2170     14       3150      30380
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1156     58       3150      67073
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3147      1       3147       3147
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3144      1       3144       3144
                   b'kernfs_remove+0x3b'                          b'kworker/24:0'       6737       1049    561       3142     588721
               b'sysfs_merge_group+0x37'                               b'dockerd'       4655       2051     14       3141      28717
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798       3134      1       3134       3134
                b'inode_permission+0xe7'                       b'containerd-shim'       6823       3110      1       3110       3110
                       b'tty_open+0x1de'                               b'apt-get'      14175       2536      3       3107       7610
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2262     14       3103      31673
                    b'lookup_fast+0x281'                               b'systemd'          1        690   1809       3101    1249870
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849        903     34       3097      30723
            b'__kernfs_create_file+0x7f'                                  b'runc'       6835        800     88       3097      70487
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1290    336       3087     433523
                    b'alloc_super+0x2ab'                         b'runc:[2:INIT]'       6849       3070      1       3070       3070
                   b'lookup_dcache+0x46'                               b'systemd'          1       1017    137       3066     139357
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1122    336       3040     377107
         b'deactivate_locked_super+0x55'                               b'dockerd'       4655       1684     30       3020      50528
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1965     14       3016      27514
            b'__kernfs_create_file+0x7f'                               b'systemd'          1        876   1138       3011     997326
                      b'online_css+0x22'                                  b'runc'       6835       1536      8       3010      12294
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       2995      2       3004       5990
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849       1016     12       2998      12198
                           b'evict+0xd2'                       b'systemd-hostnam'      16061       2987      1       2987       2987
                     b'shmem_mknod+0x2b'                         b'runc:[2:INIT]'       6849       1080      6       2984       6483
                  b'kernfs_add_one+0xe2'                        b'runc:[1:CHILD]'       6844       2980      1       2980       2980
                    b'lookup_fast+0x281'                            b'(ostnamed)'      16061        826     14       2980      11577
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1164     10       2977      11644
             b'notifier_call_chain+0x55'                               b'dockerd'       4655       2345     14       2976      32843
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2034      2       2974       4068
               b'ext4_evict_inode+0x30b'                               b'dockerd'       4655       1961     14       2974      27457
                    b'lookup_fast+0x281'                                  b'lshw'       6960        683     55       2963      37570
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       2005     14       2960      28083
                    b'lookup_fast+0x281'                               b'systemd'          1       2946      1       2946       2946
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2055      2       2943       4111
                     b'ext4_rmdir+0x227'                            b'(ostnamed)'      16061       1642      4       2913       6570
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1461     28       2907      40919
                b'inode_permission+0xe7'                               b'systemd'          1        942    137       2906     129118
                    b'lookup_fast+0x281'                                  b'lshw'       6960        716     76       2906      54442
          b'ovl_get_workdir.isra.0+0x81'                               b'dockerd'       4655       1945     42       2900      81730
                           b'evict+0xd2'                               b'dockerd'       4655       1107    421       2897     466136
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1066     48       2894      51171
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       2084     14       2891      29189
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       2083      2       2890       4167
            b'__kernfs_create_file+0x7f'                              b'modprobe'       6798       1351     18       2890      24318
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       2113     14       2881      29589
               b'ext4_evict_inode+0x30b'                               b'dockerd'       4655       1510     37       2880      55879
                     b'device_add+0x37f'                               b'dockerd'       4655       1763     14       2879      24691
                b'inode_permission+0xe7'                       b'containerd-shim'       6823       2877      1       2877       2877
        b'netdev_register_kobject+0x162'                               b'dockerd'       4655       1821     14       2857      25494
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1982     14       2843      27751
                    b'alloc_super+0x2ab'                        b'runc:[1:CHILD]'       6844       2840      1       2840       2840
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1958      2       2837       3916
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1979     14       2833      27710
            b'__kernfs_create_file+0x7f'                               b'systemd'          1        877   1404       2830    1232170
              b'sysfs_remove_group+0x2a'                               b'dockerd'       4655       2068      4       2830       8274
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1832     14       2830      25654
               b'bpf_jit_alloc_exec+0xe'                                  b'sshd'       8478       2284      6       2826      13709
            b'kernfs_create_dir_ns+0x53'                              b'modprobe'       6798       2820      1       2820       2820
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1991      2       2820       3983
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1125     48       2820      54026
                    b'alloc_super+0x290'                               b'dockerd'       4655       1975     42       2820      82978
             b'notifier_call_chain+0x55'                               b'dockerd'       4655       1595     14       2818      22332
         b'deactivate_locked_super+0x48'                       b'systemd-hostnam'      16061       2817      1       2817       2817
                        b'do_exit+0x38c'                               b'python3'       6849       1644     36       2816      59201
             b'sysfs_unmerge_group+0x1d'                               b'dockerd'       4655       1970      4       2815       7883
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1276     56       2813      71467
              b'install_exec_creds+0x4a'                                 b'chage'      16380       2116     22       2797      46561
                    b'alloc_super+0x290'                         b'runc:[2:INIT]'       6849       2797      1       2797       2797
                   b'kernfs_remove+0x3b'                               b'systemd'          1       1337    137       2797     183247
                   b'load_module+0x10f9'                              b'modprobe'       6798       2794      1       2794       2794
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       2081      4       2794       8326
                    b'ext4_tmpfile+0xf6'                               b'dockerd'       4655       1846     42       2793      77544
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       2790      1       2790       2790
                    b'lookup_fast+0x281'                         b'runc:[2:INIT]'       6849        757     69       2788      52278
            b'__kernfs_create_file+0x7f'                            b'(ostnamed)'      16061       1299     10       2777      12999
                b'pty_flush_buffer+0x27'                               b'apt-get'       8821       2773      1       2773       2773
              b'kernfs_create_link+0x62'                               b'dockerd'       4655       1832     14       2771      25653
                b'inode_permission+0xe7'                                  b'runc'       6835        849     22       2770      18687
                  b'ext4_truncate+0x376'                               b'dockerd'       4655       1883     57       2768     107348
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1295     56       2768      72544
              b'kernfs_create_link+0x62'                            b'(ostnamed)'      16061       2241      2       2763       4482
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2052     14       2753      28732
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       2566      2       2751       5132
            b'__kernfs_create_file+0x7f'                              b'modprobe'       6798       1935      2       2743       3871
                    b'lookup_fast+0x281'                            b'(ostnamed)'      16061        648    102       2740      66162
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1985     14       2738      27803
                           b'evict+0xd2'                       b'containerd-shim'       6823       1881      2       2737       3762
                b'module_finalize+0x11b'                              b'modprobe'       6798       2737      1       2737       2737
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1923      2       2707       3847
                b'inode_permission+0xe7'                               b'systemd'          1       1619     53       2707      85835
              b'sysfs_remove_group+0x50'                               b'dockerd'       4655       1580      4       2705       6320
            b'__kernfs_create_file+0x7f'                              b'modprobe'       6798       1583      7       2703      11082
                        b'ops_init+0x42'                            b'(ostnamed)'      16061       2305      2       2700       4611
               b'proc_nmi_watchdog+0x2f'                                b'sysctl'       6967       1927      2       2699       3854
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1795     14       2697      25132
        b'netdev_register_kobject+0x162'                               b'dockerd'       4655       1974     14       2697      27645
                    b'lookup_fast+0x281'                               b'systemd'          1       1170     22       2693      25742
            b'kernfs_create_dir_ns+0x53'                              b'modprobe'       6798       2683      1       2683       2683
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       2680      1       2680       2680
            b'kernfs_create_dir_ns+0x53'                              b'modprobe'       6798       2680      1       2680       2680
                           b'mmput+0x27'                                b'strace'      14990       1786     12       2679      21440
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1454     28       2673      40728
                   b'load_module+0x1077'                              b'modprobe'       6798       2673      1       2673       2673
                b'inode_permission+0xe7'                               b'systemd'          1       2668      1       2668       2668
                b'inode_permission+0xe7'                               b'systemd'          1        863    197       2667     170046
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       1145     20       2667      22904
            b'layout_and_allocate+0x855'                              b'modprobe'       6798       2653      1       2653       2653
                   b'__lookup_slow+0xf4'                         b'systemd-udevd'       6800       2651      1       2651       2651
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1787     14       2648      25018
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1404     70       2643      98336
                b'inode_permission+0xe7'                            b'(ostnamed)'      16061        685     66       2638      45210
               b'rhashtable_destroy+0xd'                               b'dockerd'       4655       2286      2       2623       4572
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849        730     67       2620      48965
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       1884      2       2616       3769
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061        961     58       2613      55775
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1983     14       2609      27768
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1834     14       2601      25689
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1466     56       2599      82151
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1863     14       2594      26094
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1085     56       2591      60789
                b'kernfs_xattr_get+0x23'                       b'containerd-shim'       6823       2583      1       2583       2583
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1821     14       2581      25498
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       2580      1       2580       2580
       b'fscache_max_active_sysctl+0x39'                                b'sysctl'       6967       1478      4       2576       5912
                    b'lookup_fast+0x281'                               b'systemd'          1        561   7050       2573    3956334
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655        917    336       2573     308254
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       1089     18       2570      19619
             b'remove_files.isra.0+0x35'                               b'dockerd'       4655        976     96       2570      93752
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1093     70       2568      76516
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1755     14       2568      24576
               b'sysfs_remove_link+0x19'                               b'dockerd'       4655       1898      4       2564       7592
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2012     14       2550      28174
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       1030     96       2546      98894
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       1864      2       2540       3728
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1202     70       2539      84205
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       1221      7       2539       8553
                  b'kernfs_add_one+0xe2'                              b'modprobe'       6798       2536      1       2536       2536
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849       1048      4       2521       4194
                    b'alloc_super+0x2ab'                         b'runc:[2:INIT]'       6849       2520      1       2520       2520
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1236     70       2520      86553
        b'kernfs_remove_by_name_ns+0x55'                               b'systemd'          1        922    962       2515     887887
             b'ep_item_poll.isra.0+0x43'                               b'systemd'          1       1438     60       2506      86313
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1334     28       2501      37356
                   b'kernfs_remove+0x3b'                               b'dockerd'       4655       1903      4       2491       7612
             b'sysfs_unmerge_group+0x42'                               b'dockerd'       4655       2094      4       2478       8377
                    b'lookup_fast+0x281'                         b'runc:[2:INIT]'       6849       2476      1       2476       2476
                    b'alloc_super+0x2ab'                            b'(ostnamed)'      16061       1673      7       2473      11712
               b'sysfs_merge_group+0x37'                               b'dockerd'       4655       2002     14       2470      28034
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1830     14       2470      25626
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655        975    116       2469     113128
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1239     70       2463      86783
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1832     14       2450      25655
                    b'lookup_fast+0x281'                                 b'lsmem'       6964        957     69       2449      66062
          b'fsnotify_destroy_group+0x4c'                               b'systemd'          1        825    604       2448     498634
                    b'lookup_fast+0x281'                         b'runc:[2:INIT]'       6849       2446      1       2446       2446
                   b'kernfs_remove+0x3b'                               b'dockerd'       4655       1693      4       2437       6774
                    b'alloc_super+0x2ab'                               b'dockerd'       4655       1552     42       2436      65189
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1894     14       2435      26521
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1891     14       2426      26481
               b'ext4_evict_inode+0x30b'                                  b'dpkg'      14175       1468    131       2426     192314
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849       2406      1       2406       2406
                b'inode_permission+0xe7'                               b'systemd'          1       1139     25       2406      28487
                b'inode_permission+0xe7'                               b'systemd'          1        630   2210       2390    1392694
           b'cgroup_destroy_locked+0xd0'                               b'systemd'          1       1009    137       2388     138329
                   b'__lookup_hash+0x70'                               b'systemd'          1        669    540       2372     361378
                    b'lookup_fast+0x281'                               b'systemd'          1        960     14       2362      13446
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       1132     16       2351      18121
                 b'do_dentry_open+0x143'                               b'systemd'          1       2152      2       2343       4305
              b'sysfs_remove_group+0x2a'                               b'dockerd'       4655       2065      4       2336       8260
         b'cgroup_migrate_execute+0x341'                                  b'runc'       6835       2334      1       2334       2334
               b'bpf_jit_alloc_exec+0xe'                               b'systemd'          1        825    420       2333     346879
            b'kernfs_create_dir_ns+0x53'                               b'dockerd'       4655       1898     14       2320      26576
                b'inode_permission+0xe7'                                  b'lshw'       6960        642     80       2313      51386
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1302     70       2313      91164
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1641     14       2297      22978
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       1851     14       2297      25915
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655       1516      4       2278       6065
                   b'dev_attr_show+0x1d'                                  b'lshw'       6960        875     32       2278      28031
             b'sysfs_unmerge_group+0x1d'                               b'dockerd'       4655       1714      4       2262       6856
